"Location";"AdmArea";"District";"WorkStartDate";"WorkEndDate";"WorkType";"WorkStatus";"global_id";"NameOrg";"geodata_center";"geoarea";
"Улица Старая Басманная, дом 21 корпус 4, строение 1";"Центральный административный округ";"Басманный район";"27.07.2018";"15.10.2018";"прочие";"закончены";"880895125";"АО «Мосгаз»";"0101000000624D433106D5424053EE35572AE24B40";"";
"Мост Большой Москворецкий";"Центральный административный округ";"район Якиманка";"17.09.2018";"24.12.2019";"прочие";"закончены";"894254269";"ГБУ «Гормост»";"01010000002FFE9A21FACF424021A931EFBEDF4B40";"";
"ул. Исаковского д.33 Строительство трубопровода 4 от КНС Тушинская";"Северо-Западный административный округ";"район Строгино";"01.10.2018";"01.10.2019";"прочие";"закончены";"894463945";"АО «Мосводоканал»";"0101000000681374B4BFB84240AF857E722CE74B40";"";
"улица Главная Аллея Перекладка жб водоводов 4 5";"Восточный административный округ";"район Измайлово";"01.10.2018";"31.05.2019";"прочие";"закончены";"894463998";"АО «Мосводоканал»";"0101000000CEC95F359EE142404B3B0C25B4E44B40";"";
"Андроновское шоссе вл. 10";"Восточный административный округ";"район Лефортово";"01.10.2018";"31.12.2018";"прочие";"закончены";"894464052";"АО «Мосводоканал»";"0101000000BFA4BA02BEDD424049DA5D9307DF4B40";"";
"Проспект Академика Сахарова";"Центральный административный округ";"Красносельский район";"01.09.2018";"31.12.2018";"прочие";"закончены";"894464206";"АО «Мосводоканал»";"01010000001326EFDF31D242408DD9754073E24B40";"";
"1-й Казачий переулок";"Центральный административный округ";"район Якиманка";"01.09.2018";"31.12.2018";"прочие";"закончены";"894464343";"АО «Мосводоканал»";"0101000000B7CA47BC4FCF42400CEAAF7312DE4B40";"";
"Вспольный переулок";"Центральный административный округ";"Пресненский район";"01.09.2018";"01.12.2018";"прочие";"закончены";"894464408";"АО «Мосводоканал»";"0101000000CA25253A50CB42405090E97692E14B40";"";
"Улица Сергея Радонежского четная и нечетная сторона";"Центральный административный округ";"Таганский район";"10.09.2018";"31.12.2018";"прочие";"закончены";"894464504";"АО «Мосводоканал»";"01010000006DB81E1B6FD642400BF27E079BDF4B40";"";
"Смоленская улица дом 5";"Центральный административный округ";"район Хамовники";"01.10.2018";"31.12.2018";"прочие";"закончены";"894464596";"АО «Мосводоканал»";"0101000000EE27349178CA424005DFAFF66BDF4B40";"";
"Жуков проезд, дом 8, строение 1";"Южный административный округ";"Даниловский район";"04.10.2018";"31.10.2018";"прочие";"закончены";"894467021";"АО «Мосгаз»";"0101000000DC1557A063D24240B51D003876DC4B40";"";
"Мещанская улица, дом 1 17";"Центральный административный округ";"Мещанский район";"25.09.2018";"15.11.2018";"прочие";"закончены";"894467626";"АО «Мосгаз»";"01010000002C19207346D0424078FC68DD10E34B40";"";
"Большая Черемушкинская, дом 20, корпус 1 с выходом на улицу Дмитрия Ульянова";"Юго-Западный административный округ";"Академический район";"19.10.2018";"18.11.2018";"прочие";"закончены";"894468208";"АО «Мосгаз»";"01010000003AB81EBF4ECB4240FA67008E5ED74B40";"";
"пересечение с улицей Кременчугская и Славянского бульвара в районе , дома 15";"Западный административный округ";"район Фили-Давыдково";"08.10.2018";"31.01.2019";"прочие";"закончены";"894469683";"АО «Мосгаз»";"01010000004FB81E5307BB4240EBD86EA6DDDC4B40";"";
"1- я Горловская, дом 3";"Юго-Западный административный округ";"район Южное Бутово";"01.10.2018";"30.11.2018";"прочие";"закончены";"894470573";"АО «Мосгаз»";"01010000007461582772CA4240BA40F2946BC64B40";"";
"Герасима Курина, дом 2";"Западный административный округ";"район Фили-Давыдково";"01.10.2018";"20.05.2019";"прочие";"закончены";"894471880";"АО «Мосгаз»";"0101000000D4E4F45373BE4240FBA0BC94E8DD4B40";"";
"Проспект Беденного, д. 16, строение 1";"Восточный административный округ";"район Соколиная Гора";"29.10.2018";"31.10.2018";"прочие";"закончены";"895548926";"АО «Мосгаз»";"01010000002559B074CFDC42405E84A4BBF5E24B40";"";
"Улица Ивана Франко, дом 26, корпус 1 пересечение с улицей Коцюбинского";"Западный административный округ";"район Кунцево";"25.10.2018";"31.05.2019";"прочие";"закончены";"895549517";"АО «Мосгаз»";"0101000000E2973DABF7B642402850235D29DD4B40";"";
"Улица Ивана Франко, дом 26, строение 2
улица Красных Зорь, дом 10, дом 16";"Западный административный округ";"район Кунцево";"15.10.2018";"31.05.2019";"прочие";"закончены";"895550261";"АО «Мосгаз»";"0101000000090B3A41B6B64240844F88BFF9DC4B40";"";
"1-я Мякининская улица, дом 6";"Западный административный округ";"район Кунцево";"22.10.2018";"07.11.2018";"прочие";"закончены";"895677443";"АО «Мосгаз»";"0101000000AD2CDADCCFAF4240C3D9F4142EE74B40";"";
"Улица Цандера, дом 5,
Улица Цандера, дом 4, корпус 1";"Северный административный округ";"Останкинский район";"15.10.2018";"31.05.2019";"прочие";"закончены";"895787710";"АО «Мосгаз»";"0101000000F98BB58DB7D042403128616584E84B40";"";
"Средняя Калитниковская, д.27";"Центральный административный округ";"Таганский район";"01.11.2018";"27.12.2018";"прочие";"закончены";"895789745";"АО «Мосгаз»";"0101000000F672D8AFFBD742403B02AA4321DE4B40";"";
"Проектируемый проезд № 6179";"Северный административный округ";"район Левобережный";"08.11.2018";"30.04.2019";"прочие";"закончены";"896032068";"АО «Мосгаз»";"010100000054BF53B039BC4240B14DF405EFEE4B40";"";
"Воронцовская улица, дом 21 строение 1";"Центральный административный округ";"Таганский район";"07.11.2018";"26.12.2018";"прочие";"закончены";"896032523";"АО «Мосгаз»";"0101000000F8D1113E8FD4424047CBC63452DE4B40";"";
"Волоколамское шоссе, д.1";"Северный административный округ";"район Сокол";"09.11.2018";"27.12.2018";"прочие";"закончены";"896070980";"АО «Мосгаз»";"010100000012B81EAD7AC04240AA0FF6A044E74B40";"";
"улица Красного Маяка, дом 15А, строение 1";"Южный административный округ";"район Чертаново Центральное";"20.11.2018";"26.12.2018";"прочие";"закончены";"897429778";"ПАО «МОЭК»";"010100000022211EE41FCA424084BE87E5E7CD4B40";"";
"улица Просторная, дом 8";"Восточный административный округ";"район Богородское";"15.11.2018";"30.12.2018";"прочие";"закончены";"897437769";"ПАО «МОЭК»";"0101000000E05E0E76D0DB42407FA2BFDD19E74B40";"";
"Резервный проезд, дом 18, строение 1";"Западный административный округ";"район Дорогомилово";"06.11.2018";"30.12.2018";"прочие";"закончены";"900509352";"ПАО «МОЭК»";"010100000086B9CBB22EC64240FA13DD82AFDE4B40";"";
"проезд Якушкина, дом 10";"Северо-Восточный административный округ";"район Отрадное";"14.12.2018";"30.12.2018";"прочие";"закончены";"904070028";"ПАО «МОЭК»";"010100000028B81E835ACE42408A4878DC28EE4B40";"";
"улица Удальцова, дом 63, строение 1";"Западный административный округ";"район Проспект Вернадского";"14.12.2018";"30.12.2018";"прочие";"закончены";"904070573";"ПАО «МОЭК»";"0101000000DE7BC85D14C04240392AFC4AC1D64B40";"";
"улица Удальцова, дом 65Б";"Западный административный округ";"район Проспект Вернадского";"14.12.2018";"30.12.2018";"прочие";"закончены";"904070717";"ПАО «МОЭК»";"0101000000AF460B2D31C04240D0809949C3D64B40";"";
"проезд Донелайтиса, дом 24";"Северо-Западный административный округ";"район Южное Тушино";"17.12.2018";"15.02.2019";"прочие";"закончены";"904071165";"ПАО «МОЭК»";"010100000084B81E4010B642400FBEF77A15EC4B40";"";
"Южнопортовая улица, Проектируемый проезд № 1422";"Юго-Восточный административный округ";"район Печатники";"30.07.2018";"31.05.2019";"прочие";"закончены";"904299780";"АО «Мосгаз»";"010100000071B81E1447D84240A8F5A8D26ADA4B40";"";
"Варшавское шоссе, улица Зеленые Горы";"Южный административный округ";"Донской район";"05.10.2018";"28.06.2019";"прочие";"закончены";"904300243";"АО «Мосгаз»";"01010000008FB89E5D77CF42406B39AE2C26D94B40";"";
"Бережковская набережная";"Западный административный округ";"район Дорогомилово";"23.08.2018";"09.06.2019";"прочие";"закончены";"904300752";"АО «Мосгаз»";"01010000005B36945FF6C84240073DAADC07DF4B40";"";
"Зеленодольская улица";"Юго-Восточный административный округ";"район Кузьминки";"26.09.2018";"30.05.2019";"прочие";"закончены";"904301116";"АО «Мосгаз»";"0101000000E777C096F4E142403B26437CC2D94B40";"";
"1-й Амбулаторный проезд, Большой Коптевский проезд";"Северный административный округ";"район Аэропорт";"27.09.2018";"01.06.2019";"прочие";"закончены";"904301426";"АО «Мосгаз»";"0101000000E926E20A6FC44240134339E8D9E74B40";"";
"4-й Вятский переулок, Петровско-Разумовский проезд, Старый Петровско-Разумовский проезд, 2-я Хуторская улица";"Северный административный округ";"Савёловский район";"13.12.2018";"30.07.2019";"прочие";"закончены";"904337890";"АО «Мосгаз»";"01010000000CFC4D5518C842402FE94F0CC9E64B40";"";
"Малый Рогожский переулок, Малая Андроньевская улица,Трудовая улица, улица Рогожский Вал, Вековая улица";"Центральный административный округ";"Таганский район";"10.12.2018";"30.07.2019";"прочие";"закончены";"904340780";"АО «Мосгаз»";"010100000062ABCECB72D642408766BB9AEADE4B40";"";
"Вешняковский переулок, 1-й Новокузнецкий переулок, улица Новокузнецкая, 5-й Монетчиковский переулок, 2-ой Новокузнецкий переулок";"Центральный административный округ";"район Замоскворечье";"05.09.2018";"19.08.2019";"прочие";"закончены";"904342328";"АО «Мосгаз»";"010100000036CB376827D14240A8318BEAE8DD4B40";"";
"ул. Варваринская, д. 6 стр. 1, с выходом на проезжую часть на 5-й Дачно-Мещерский проезд.";"Западный административный округ";"район Солнцево";"25.02.2019";"21.04.2019";"прочие";"закончены";"912571521";"АО «Мосгаз»";"0101000000AEB0DA4E4FB5424087FECCCA45D54B40";"";
"улица Захарьинская, дом 4";"Северо-Западный административный округ";"район Куркино";"25.02.2019";"30.04.2019";"прочие";"закончены";"912571927";"АО «Мосгаз»";"0101000000EB5921CAF1B042401A589B8B98F14B40";"";
"Мещерский проспект, дом 34";"Западный административный округ";"район Солнцево";"25.02.2019";"30.06.2019";"прочие";"закончены";"912573104";"АО «Мосгаз»";"0101000000FF892AD6D2B442406142F5B431D64B40";"";
"Волоколамское шоссе у метро Сокол";"Северный административный округ";"район Сокол";"05.01.2019";"10.06.2019";"прочие";"закончены";"915849321";"ГБУ «Гормост»";"010100000078B8008D5DC14240323807DE2FE74B40";"";
"Садовая Большая улица";"Центральный административный округ";"Тверской район";"26.01.2019";"25.04.2019";"прочие";"закончены";"915849684";"ГБУ «Гормост»";"010100000074B800CD21CC42400E8D6B8C51E24B40";"";
"19 км МКАД";"Южный административный округ";"район Братеево";"28.02.2019";"06.09.2019";"прочие";"закончены";"915850505";"ГБУ «Гормост»";"01010000002306071250E54240F7C01D41B8CF4B40";"";
"Липецкая улица";"Южный административный округ";"район Бирюлёво Восточное";"25.03.2019";"30.12.2019";"прочие";"закончены";"915850506";"ГБУ «Гормост»";"010100000046B800A977D642403F4D785C44CB4B40";"";
"ул.Жигулёвская д.20";"Юго-Восточный административный округ";"район Кузьминки";"01.04.2019";"24.04.2019";"прочие";"не начаты";"915851980";"ГУП «Мосводосток»";"0101000000D1F1CFEAF4E14240A398E73592DA4B40";"";
"Площадь Славы";"Юго-Восточный административный округ";"район Кузьминки";"01.04.2019";"24.04.2019";"прочие";"не начаты";"915852050";"ГУП «Мосводосток»";"01010000007E3134FF46E24240EC3AD90587DA4B40";"";
"ул.Зеленодольская д.31, к.1";"Юго-Восточный административный округ";"район Кузьминки";"01.04.2019";"24.04.2019";"прочие";"не начаты";"915852051";"ГУП «Мосводосток»";"010100000091CCCA6A45E24240BC778AC986DA4B40";"";
"Волгоградский пр-т д.127-129";"Юго-Восточный административный округ";"район Кузьминки";"01.04.2019";"24.04.2019";"прочие";"не начаты";"915852053";"ГУП «Мосводосток»";"010100000088C2161F3DE24240449DDDC56EDA4B40";"";
"Аллея Первой Маевки Подводящий канал к ЛОС К2 К4";"Восточный административный округ";"район Вешняки";"01.01.2019";"30.11.2019";"прочие";"закончены";"915858127";"АО «Мосводоканал»";"0101000000CFE09E0FCAE34240466F4E5C6BDD4B40";"";
"Ленинская Слобода д. 3-9 Юго-Восточная магистраль";"Южный административный округ";"Даниловский район";"01.02.2019";"30.04.2019";"прочие";"закончены";"915858128";"АО «Мосводоканал»";"0101000000F56F0D5FDAD4424033F11A7D37DB4B40";"";
"Ул. Волочаевская";"Восточный административный округ";"район Лефортово";"01.03.2019";"31.10.2019";"прочие";"закончены";"915858133";"АО «Мосводоканал»";"0101000000BF8F75A2FAD642401403B8357BE04B40";"";
"Нахимовский пр-кт 51";"Юго-Западный административный округ";"район Черёмушки";"01.02.2019";"31.05.2019";"прочие";"закончены";"915858134";"АО «Мосводоканал»";"010100000003D9990214C84240F75E3624B9D64B40";"";
"ул. Обручева 3-11";"Юго-Западный административный округ";"Обручевский район";"01.03.2019";"31.05.2019";"прочие";"закончены";"915858149";"АО «Мосводоканал»";"01010000005A6503B5CAC14240FD7D5F9B81D44B40";"";
"Измайловский бульвар - 7я Парковая ул.";"Восточный административный округ";"район Измайлово";"01.03.2019";"31.07.2019";"прочие";"закончены";"915858150";"АО «Мосводоканал»";"0101000000105C53569EE54240026DEED9F4E54B40";"";
"2-я Белогорская, д.9 и д.3";"Юго-Западный административный округ";"район Южное Бутово";"15.04.2019";"15.07.2019";"прочие";"закончены";"919993752";"АО «Мосгаз»";"0101000000713B2C8FB3CA4240A31469B88EC64B40";"";
"Ленинградское шоссе";"Северный административный округ";"район Левобережный";"20.04.2019";"13.12.2019";"прочие";"закончены";"925702128";"ГБУ «Гормост»";"01010000002C818D118FBB42401494AC8F5CEE4B40";"";
"Мосфильмовская улица";"Западный административный округ";"район Раменки";"10.05.2019";"13.12.2019";"прочие";"закончены";"925702201";"ГБУ «Гормост»";"0101000000155309FEC3C04240CDBD8A65E2DA4B40";"";
"Серебряническая наб. р. Яуза";"Центральный административный округ";"Таганский район";"30.05.2019";"12.06.2019";"прочие";"закончены";"930211523";"ГБУ «Гормост»";"01010000003D20DAF2D1D342408D12682F0FE04B40";"";
"Новолужнецкий проезд";"Центральный административный округ";"район Хамовники";"12.06.2019";"01.08.2019";"прочие";"закончены";"930211559";"ГБУ «Гормост»";"01010000003057FA1297C742406CE64C4244DC4B40";"";
"Востряковский проезд, дом 18 А";"Южный административный округ";"район Бирюлёво Западное";"05.09.2019";"15.11.2019";"прочие";"закончены";"1006845960";"АО «Мосгаз»";"0101000000050CCBCE52D34240F54D6D038AC94B40";"";
"Востряковский проезд, дом 21, корпус 1, дом 23, корпус 3";"Южный административный округ";"район Бирюлёво Западное";"05.09.2019";"15.11.2019";"прочие";"закончены";"1006862404";"АО «Мосгаз»";"01010000003E69F4B0A2D342400E5BA80792C94B40";"";
"Востряковский проезд, дом 23, корпус 2";"Южный административный округ";"район Бирюлёво Западное";"05.09.2019";"15.11.2019";"прочие";"закончены";"1006866759";"АО «Мосгаз»";"0101000000F0C44DD00DD4424083022A04A4C94B40";"";
"Нахимовский проспект, дом, 25а.";"Юго-Западный административный округ";"район Котловка";"05.09.2019";"02.12.2019";"прочие";"закончены";"1006882293";"АО «Мосгаз»";"0101000000908C505082CB4240C8E67FBD8CD54B40";"";
"Нахимовский проспект, дом 19";"Юго-Западный административный округ";"район Котловка";"05.09.2019";"02.12.2019";"прочие";"закончены";"1006887165";"АО «Мосгаз»";"010100000040C3A532DACC4240EC46E4D309D54B40";"";
"Дорожная улица, дом 27Б, строение 4";"Южный административный округ";"район Чертаново Южное";"05.09.2019";"01.06.2020";"прочие";"закончены";"1006889111";"АО «Мосгаз»";"0101000000CDD46291D9CD4240540A20FBE3C94B40";"";
"Павловская, дом 27, строение 3";"Южный административный округ";"Даниловский район";"05.09.2019";"30.06.2020";"прочие";"закончены";"1006890081";"АО «Мосгаз»";"010100000010A60E374ED04240EEC6624B2DDB4B40";"";
"Староданиловский проезд, дом 22";"Южный административный округ";"Даниловский район";"05.09.2019";"02.12.2019";"прочие";"закончены";"1006890297";"АО «Мосгаз»";"0101000000EF2A0DBF50D0424043A8C9ABF4DA4B40";"";
"Золоторожский вал, дом 22";"Юго-Восточный административный округ";"район Лефортово";"05.09.2019";"30.09.2019";"прочие";"закончены";"1007356674";"АО «Мосгаз»";"010100000059B81E9D73D74240F62BF74117E04B40";"";
"Пермская улица, дом 3, строение 21";"Восточный административный округ";"район Метрогородок";"11.09.2019";"30.04.2020";"прочие";"закончены";"1007358146";"АО «Мосгаз»";"0101000000D11F9E6F64DE42400E097B5720E94B40";"";
"Улица 3-я Хорошевская, дом 21, корпус 1, строение 1";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"11.09.2018";"30.09.2019";"прочие";"закончены";"1007443415";"АО «Мосгаз»";"01010000008FA94AE4FDBF424048621E6FA2E44B40";"";
"2-я Линия ХСБ, дом 70С";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"11.09.2019";"02.12.2019";"прочие";"закончены";"1007479195";"АО «Мосгаз»";"01010000006A5A06B6C7B842409480F482B9E44B40";"";
"Хорошевское шоссе, дом 18 и 5-я Магистральная улица, дом 18";"Северный административный округ";"Хорошёвский район";"11.09.2019";"02.12.2019";"прочие";"закончены";"1010285933";"АО «Мосгаз»";"0101000000977F547B96C342405C9F8A7829E34B40";"";
"Профсоюзная улица, дом 66, строение 1";"Юго-Западный административный округ";"район Зюзино";"11.09.2019";"30.08.2020";"прочие";"закончены";"1010287443";"АО «Мосгаз»";"010100000046A1D0D318C642402D2D07A310D54B40";"";
"Ивантеевская улица, дом 13 со стороны 4-го проезда Подбельского";"Восточный административный округ";"район Богородское";"11.09.2019";"02.12.2019";"прочие";"закончены";"1010287545";"АО «Мосгаз»";"01010000009F6AD14850DD424057B9C17BBDE84B40";"";
"проезд Серебрякова, дом 14, строение 22";"Северо-Восточный административный округ";"район Свиблово";"11.09.2019";"02.12.2019";"прочие";"закончены";"1010287571";"АО «Мосгаз»";"010100000057B81E5B04D442407306366D78EC4B40";"";
"Андроновское шоссе, владение 10";"Юго-Восточный административный округ";"район Лефортово";"11.09.2019";"30.04.2020";"прочие";"закончены";"1010287636";"АО «Мосгаз»";"010100000057286F97E4DD4240A43F832F18DF4B40";"";
"улица Талдомская, дом 11";"Северный административный округ";"район Западное Дегунино";"11.09.2019";"02.12.2019";"прочие";"закончены";"1010287673";"АО «Мосгаз»";"010100000070DDB07D95C24240620569A5B0EF4B40";"";
"улица Душинская, дом 6";"Юго-Восточный административный округ";"район Лефортово";"01.10.2019";"02.12.2019";"прочие";"закончены";"1011631118";"АО «Мосгаз»";"01010000000ED18D521EDA42405C8869F1C6DF4B40";"";
"3-я Хорошевская улица, дом 12, строение 3";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"15.10.2019";"20.12.2019";"прочие";"закончены";"1014958001";"АО «Мосгаз»";"0101000000FC99F9A1E5BF42400FE98ACFA7E44B40";"";
"2-я Новоостанкинская улица, дом 6";"Северо-Восточный административный округ";"Останкинский район";"16.10.2019";"25.06.2020";"прочие";"закончены";"1014961222";"АО «Мосгаз»";"010100000078814D51F1CF4240F76980BA5EE84B40";"";
"Шлюзовая наб. на пересечении с Водоотводным каналом";"Центральный административный округ";"район Замоскворечье";"19.07.2019";"12.08.2019";"прочие";"закончены";"1015651723";"ГБУ «Гормост»";"0101000000BDE0E40E0BD34240C75C2D2F97DD4B40";"";
"Бережковская набережная 22-16";"Центральный административный округ";"район Дорогомилово";"01.02.2020";"10.08.2020";"прочие";"закончены";"1036681836";"АО «Мосводоканал»";"010100000032451687CCC64240DBFE190DA9DD4B40";"";
"Садовническая улица д 4-36";"Центральный административный округ";"район Замоскворечье";"01.02.2020";"30.09.2020";"прочие";"закончены";"1036681934";"АО «Мосводоканал»";"0101000000790FA21F16D24240795DC5519ADE4B40";"";
"Садовническая ул. д. 42-54";"Центральный административный округ";"район Замоскворечье";"01.02.2020";"30.09.2020";"прочие";"закончены";"1036682187";"АО «Мосводоканал»";"010100000037D34DC1C0D04240C86274BA9EDF4B40";"";
"шоссе Энтузиастов д.2-22";"Юго-Восточный административный округ";"район Лефортово";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036682507";"АО «Мосводоканал»";"0101000000D87834119FD94240492E5730C3DF4B40";"";
"шоссе Энтузиастов д.28-38";"Восточный административный округ";"район Перово";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036682634";"АО «Мосводоканал»";"0101000000A2D65799DEDB42401258C38134E04B40";"";
"шоссе Энтузиастов - пересечение с 1й Владимирской ул.";"Восточный административный округ";"район Перово";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036683148";"АО «Мосводоканал»";"010100000078B81EB7D5E242404F0D4CF18EE14B40";"";
"шоссе Энтузиастов д.23-17";"Восточный административный округ";"район Перово";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036683171";"АО «Мосводоканал»";"01010000005DB81E8397DC4240356953DD66E04B40";"";
"шоссе Энтузиастов д.7-1";"Юго-Восточный административный округ";"район Лефортово";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036683442";"АО «Мосводоканал»";"01010000004AB81E937BD942408229DD81C0DF4B40";"";
"Проспект 60-летия Октября д.5 к.2-13";"Юго-Западный административный округ";"Гагаринский район";"01.02.2020";"17.08.2020";"прочие";"закончены";"1036686509";"АО «Мосводоканал»";"0101000000607142D75FCA4240691421D54BDA4B40";"";
"Проспект 60-летия Октября д.12-20";"Юго-Западный административный округ";"Гагаринский район";"01.02.2020";"17.08.2020";"прочие";"закончены";"1036686757";"АО «Мосводоканал»";"01010000001F828E7983C9424048C57FC531D84B40";"";
"Профсоюзная ул. д.22-15";"Юго-Западный административный округ";"район Черёмушки";"01.02.2020";"17.08.2020";"прочие";"закончены";"1036686924";"АО «Мосводоканал»";"0101000000C33E1921BEC8424096ABBE8E59D74B40";"";
"Профсоюзная ул. д.28-56";"Юго-Западный административный округ";"район Черёмушки";"01.02.2020";"17.08.2020";"прочие";"закончены";"1036687095";"АО «Мосводоканал»";"010100000052B81E23FEC64240339914CDD6D54B40";"";
"Дмитрия Ульянова ул. д.13-17";"Юго-Западный административный округ";"Академический район";"01.02.2020";"17.08.2020";"прочие";"закончены";"1036687448";"АО «Мосводоканал»";"01010000008C1B3C4BE4C84240FE842EFE41D84B40";"";
"Бережковская наб. д. 4-30";"Центральный административный округ";"район Дорогомилово";"01.02.2020";"31.08.2020";"прочие";"закончены";"1036687756";"АО «Мосводоканал»";"010100000012C88D3B06C8424099BD56C434DE4B40";"";
"Ул. Строителей д.4 Ломоносовский просп. кол.26634";"Юго-Западный административный округ";"Ломоносовский район";"01.03.2020";"29.06.2020";"прочие";"закончены";"1036688739";"АО «Мосводоканал»";"010100000049ABBB301FC542400CEA91360ED84B40";"";
"Волжский Бульвар 113а";"Юго-Восточный административный округ";"район Кузьминки";"01.03.2020";"29.06.2020";"прочие";"закончены";"1036689823";"АО «Мосводоканал»";"01010000006F2DA9975FE042407F57E80E83D94B40";"";
"Люблинская ул. д.94 к.1";"Юго-Восточный административный округ";"район Марьино";"01.03.2020";"24.07.2020";"прочие";"закончены";"1036690312";"АО «Мосводоканал»";"0101000000438B8D41ADDE42400CFF7EB12CD44B40";"";
"Варшавское шоссе 129";"Южный административный округ";"район Чертаново Центральное";"01.03.2020";"30.09.2020";"прочие";"закончены";"1036690706";"АО «Мосводоканал»";"01010000007C0A1F346BCE424079B49AAE74CE4B40";"";
"Космодамианская набережная д.4-50";"Центральный административный округ";"район Замоскворечье";"01.02.2020";"29.06.2020";"прочие";"закончены";"1036691812";"АО «Мосводоканал»";"0101000000FB5FA1B98BD24240B3BA4C3684DE4B40";"";
"Софийская набережная д.6-36";"Центральный административный округ";"район Якиманка";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036691881";"АО «Мосводоканал»";"010100000091B81E93EFCE4240A55D6DA0B2DF4B40";"";
"Раушская набережная д.4-28";"Центральный административный округ";"район Замоскворечье";"01.02.2020";"22.06.2020";"прочие";"закончены";"1036692239";"АО «Мосводоканал»";"010100000048B81E77DCD04240738CAB08C9DF4B40";"";
"ул. Наримановская д.22";"Восточный административный округ";"район Богородское";"01.03.2020";"29.06.2020";"прочие";"закончены";"1036692611";"АО «Мосводоканал»";"0101000000D4161F818DDA4240329853BB39E84B40";"";
"2-я Прогонная ул. д.7";"Восточный административный округ";"район Богородское";"01.03.2020";"29.06.2020";"прочие";"закончены";"1036693046";"АО «Мосводоканал»";"0101000000DFBB016E9EDA4240C62DB6AEE0E74B40";"";
"Пироговская магистраль. Б.Пироговская д.2-Плющиха д.56";"Центральный административный округ";"район Хамовники";"01.02.2020";"17.08.2020";"прочие";"закончены";"1036693425";"АО «Мосводоканал»";"010100000000851323B3C942405CBFFD686CDE4B40";"";
"ул. Амундсена д.7 - Уржумская ул.";"Северо-Восточный административный округ";"район Свиблово";"01.03.2020";"24.07.2020";"прочие";"закончены";"1036693868";"АО «Мосводоканал»";"01010000006F44708A3CD44240D700D456EBEC4B40";"";
"Тишинская площадь д.1";"Центральный административный округ";"Пресненский район";"01.02.2020";"24.07.2020";"прочие";"закончены";"1036694964";"АО «Мосводоканал»";"0101000000C0DCF078B8CA4240908A0EC98CE24B40";"";
"Пресненский пер. д.4";"Центральный административный округ";"Пресненский район";"01.03.2020";"30.11.2020";"прочие";"закончены";"1036695717";"АО «Мосводоканал»";"01010000000AAC220210C9424065272B044EE14B40";"";
"Милютинский пер. д. 4-18";"Центральный административный округ";"Красносельский район";"01.04.2020";"17.08.2020";"прочие";"закончены";"1036695818";"АО «Мосводоканал»";"01010000005B44727FE4D04240EF35B822BBE14B40";"";
"Золотая ул. 2Г";"Восточный административный округ";"район Соколиная Гора";"01.05.2019";"22.06.2020";"прочие";"закончены";"1036696252";"АО «Мосводоканал»";"010100000052B81EE770DB424056BAC90D43E34B40";"";
"Малый Черкасский пер. д.1";"Центральный административный округ";"Тверской район";"01.04.2020";"22.06.2020";"прочие";"закончены";"1036696622";"АО «Мосводоканал»";"01010000002CB89E100FD04240B494A83D0EE14B40";"";
"Путепровод Бутырский";"Северо-Восточный административный округ";"Бутырский район";"15.12.2019";"14.07.2020";"прочие";"закончены";"1036728465";"ГБУ «Гормост»";"010100000079B81E0960CA4240B17FBA94D7E74B40";"";
"Верхний и Нижний Борисовские мосты";"Южный административный округ";"район Орехово-Борисово Северное";"01.01.2020";"23.11.2020";"прочие";"закончены";"1036728841";"ГБУ «Гормост»";"01010000008EB81E9D70DA42402DAAB9068BD04B40";"";
"Электрозаводский мост";"Северо-Восточный административный округ";"район Сокольники";"01.05.2020";"31.12.2020";"прочие";"закончены";"1036728964";"ГБУ «Гормост»";"01010000005A825BFCB6D9424073F52CA92CE44B40";"";
"Путепровод Киевская жд ТТК";"Западный административный округ";"район Дорогомилово";"01.05.2020";"24.08.2020";"прочие";"закончены";"1036729230";"ГБУ «Гормост»";"01010000004CB81ED502C5424015E2B08B59DE4B40";"";
"Эстакада магистральная транзитная";"Северный административный округ";"Хорошёвский район";"01.05.2020";"20.07.2020";"прочие";"закончены";"1036729724";"ГБУ «Гормост»";"010100000033B81E45B1C442406D87F17611E24B40";"";
"Путепровод Зеленоград 15-16";"Зеленоградский административный округ";"Молжаниновский район";"01.05.2020";"10.06.2020";"прочие";"закончены";"1036730118";"ГБУ «Гормост»";"01010000001AB81E40AEAE42400200E2045BF84B40";"";
"6-ой проезд Подбельского, вл. 8-10";"Восточный административный округ";"район Богородское";"02.03.2020";"30.07.2020";"прочие";"закончены";"1037089935";"ГУП «Мосводосток»";"0101000000319DE38AD8DD4240C29F78D5A3E84B40";"";
"улица Оренбургская, влд. 3";"Восточный административный округ";"район Косино-Ухтомский";"11.02.2020";"31.03.2021";"прочие";"идут";"1037093422";"ГУП «Мосводосток»";"01010000000F1AC1D34FED42408F918B1E05DB4B40";"";
